#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.062904,7,34.277263
-0.066321,8,34.278427
-0.109258,12,34.28018
-0.073298,17,34.282623
-0.156709,22,34.28569
-0.136974,48,34.292416
-0.14737,22,34.295468
-0.171807,16,34.29773
-0.143043,16,34.299988
-0.101427,7,34.300985
-0.071467,10,34.302417
-0.179812,34,34.30714
-0.141286,14,34.309034
-0.056326,6,34.309855
-0.058631,10,34.311274
-0.078801,13,34.313095
-0.120798,11,34.314611
-0.217677,21,34.317458
-0.100222,41,34.323016
-0.136972,21,34.325881
-0.218101,19,34.328517
-0.0616,8,34.329638
-0.109997,9,34.330929
-0.156298,19,34.333522
-0.117914,12,34.335146
-0.082785,12,34.336808
-0.130902,18,34.339289
-0.052102,12,34.340948
-0.129953,10,34.342326
-0.102182,26,34.3458
-0.134337,11,34.347322
-0.20554,44,34.35326
-0.122183,14,34.355235
-0.086149,11,34.356761
-0.12237,17,34.359014
-0.125847,29,34.362855
-0.17123,14,34.364863
-0.156491,15,34.367003
-0.104313,9,34.368276
-0.17283,22,34.371251
-0.112372,8,34.372357
-0.087158,8,34.373458
-0.160373,18,34.375912
-0.177163,18,34.378364
-0.186562,29,34.382344
-0.358765,58,34.390119
-0.078416,16,34.392292
-0.289323,34,34.396814
-0.072104,28,34.400879
-0.158969,23,34.40401
-0.120434,36,34.408861
-0.12816,23,34.411929
-0.103512,9,34.413141
-0.321752,64,34.421612
-0.199002,27,34.425248
-0.229381,44,34.431512
-0.117695,16,34.433704
-0.060539,13,34.435492
-0.074376,9,34.43674
-0.11331,18,34.439155
-0.143119,12,34.440822
-0.070386,14,34.442761
-0.233414,35,34.447496
-0.093963,6,34.448351
-0.18729,24,34.451568
-0.157598,15,34.453585
-0.085475,6,34.454422
-0.123579,29,34.458383
-0.209548,36,34.463125
-0.075984,7,34.464086
-0.110624,13,34.465907
-0.1259,8,34.467
-0.081175,20,34.46967
-0.103081,8,34.470763
-0.168187,19,34.473299
-0.06065,9,34.474549
-0.127248,16,34.476714
-0.300004,31,34.480957
-0.116536,13,34.482772
-0.082855,14,34.484664
-0.216273,23,34.487753
-0.135441,11,34.489236
-0.150074,25,34.492655
-0.194769,17,34.494912
-0.093809,8,34.496008
-0.066673,9,34.497227
-0.130144,11,34.498901
-0.0678,14,34.500875
-0.146182,22,34.503858
-0.070022,13,34.50567
-0.167677,16,34.507882
-0.149665,17,34.510174
-0.071294,7,34.511127
-0.131242,12,34.512759
-0.207531,29,34.516687
-0.179491,39,34.52188
-0.157817,22,34.524863
-0.082355,6,34.525688
-0.085504,6,34.526542
-0.089802,18,34.529097
-0.092038,24,34.532372
-0.114816,14,34.844391
-0.134634,22,34.847506
-0.133857,15,34.849629
-0.182004,45,34.855737
-0.117939,22,34.858753
-0.120311,20,34.861422
-0.170131,13,34.863183
-0.113668,11,34.86477
-0.178082,25,34.868166
-0.213545,33,34.872565
-0.104949,13,34.874304
-0.083889,13,34.87609
-0.062778,8,34.87722
-0.137669,27,34.881018
-0.095072,14,34.883037
-0.181242,24,34.886344
-0.194483,28,34.890132
-0.0613,7,34.891099
-0.140866,11,34.892729
-0.086442,8,34.89387
-0.088104,7,34.89486
-0.123773,13,34.896661
-0.161846,30,34.900752
-0.273351,41,34.906299
-0.124869,21,34.909212
-0.089521,8,34.910329
-0.077655,20,34.913073
-0.070456,12,34.91479
-0.239453,41,34.920532
-0.181364,33,34.925002
-0.132498,12,34.92667
-0.141235,18,34.929175
-0.202522,30,34.93334
-0.146873,16,34.935533
-0.162855,20,34.938244
-0.209993,31,34.942376
-0.134996,18,34.944782
-0.176591,38,34.950015
-0.158087,26,34.953492
-0.119902,32,34.957757
-0.217477,21,34.960575
-0.105246,22,34.963582
-0.115739,17,34.965982
-0.102082,10,34.967374
-0.065484,8,34.968497
-0.184576,25,34.971817
-0.11309,9,34.973044
-0.249016,43,34.978864
-0.150705,21,34.981759
-0.084478,20,34.984417
-0.068014,11,34.985887
-0.152431,23,34.988914
-0.12297,27,34.992491
-0.171804,27,34.996061
-0.065223,11,34.997559
-0.111817,11,34.999188
-0.133622,14,35.00107
-0.23465,45,35.007526
-0.105784,8,35.008684
-0.371484,79,35.019375
-0.065707,19,35.021952
-0.263542,68,35.03117
-0.108229,12,35.032814
-0.174632,12,35.034448
-0.261769,51,35.041277
-0.21546,34,35.045942
-0.106413,22,35.048948
-0.151033,17,35.051353
-0.098018,15,35.053679
-0.080494,14,35.055745
-0.108957,8,35.056852
-0.088419,10,35.058211
-0.309155,30,35.062194
-0.077523,15,35.064209
-0.13367,37,35.069269
-0.084828,20,35.072004
-0.093231,8,35.073078
-0.120153,17,35.075356
-0.116189,8,35.076461
-0.097965,19,35.079065
-0.079488,7,35.080039
-0.208767,21,35.083085
-0.140758,14,35.085051
-0.132216,13,35.086844
-0.104898,23,35.089901
-0.165799,35,35.09458
-0.123552,12,35.096227
-0.092829,12,35.097882
-0.145442,12,35.099574
-0.240832,26,35.103057
-0.053417,7,35.104011
-0.095838,11,35.105561
-0.149439,11,35.107046
-0.252415,54,35.114212
-0.142458,14,35.116229
-0.129602,12,35.117845
-0.088103,12,35.119475
-0.264383,19,35.122043
-0.147985,40,35.441958
-0.135825,26,35.445532
-0.111125,15,35.447607
-0.09461,14,35.449744
-0.119178,10,35.451158
-0.148996,32,35.455482
-0.19917,25,35.458851
-0.20977,31,35.463006
-0.078675,11,35.464493
-0.29334,44,35.470439
-0.219057,40,35.475762
-0.064007,10,35.477138
-0.119647,25,35.48058
-0.05488,10,35.481986
-0.059896,8,35.483089
-0.094488,7,35.484053
-0.066208,15,35.486109
-0.134579,17,35.488401
-0.123307,8,35.489494
-0.138711,10,35.490854
-0.281973,41,35.49634
-0.080043,10,35.497751
-0.128883,13,35.4996
-0.066521,9,35.500823
-0.08367,6,35.501654
-0.149392,17,35.50393
-0.149271,15,35.505988
-0.126503,8,35.507071
-0.104703,15,35.509118
-0.122239,14,35.510988
-0.122031,15,35.513005
-0.114334,12,35.514639
-0.131763,44,35.52053
-0.145464,26,35.523972
-0.187343,18,35.52648
-0.265048,28,35.530438
-0.092091,22,35.53348
-0.294087,56,35.540948
-0.303793,42,35.546573
-0.145211,12,35.548335
-0.187297,28,35.552341
-0.081499,18,35.554765
-0.17849,24,35.557977
-0.093596,7,35.558927
-0.096658,12,35.560527
-0.113376,11,35.56203
-0.13484,14,35.563886
-0.080195,9,35.565246
-0.135994,9,35.566507
-0.066101,12,35.568146
-0.126474,13,35.569948
-0.089407,10,35.57129
-0.073152,8,35.572415
-0.137375,13,35.574141
-0.194897,55,35.581697
-0.089162,14,35.583561
-0.212366,30,35.587569
-0.126478,11,35.589055
-0.098089,8,35.590152
-0.225829,23,35.59329
-0.126229,18,35.595719
-0.094599,15,35.59779
-0.093927,13,35.599575
-0.068357,11,35.601069
-0.095246,9,35.602286
-0.115107,10,35.603613
-0.10918,17,35.605905
-0.074998,10,35.607271
-0.083155,17,35.609542
-0.159457,34,35.614011
-0.137793,11,35.61557
-0.069485,8,35.616689
-0.11007,21,35.619489
-0.091399,11,35.620974
-0.296554,43,35.626739
-0.140427,11,35.62825
-0.097113,13,35.630047
-0.081969,12,35.631762
-0.092934,10,35.633118
-0.159972,25,35.636535
-0.106434,12,35.638148
-0.262356,51,35.644996
-0.070668,11,35.646485
-0.1398,13,35.648269
-0.109895,13,35.650028
-0.101986,16,35.652206
-0.119789,23,35.655239
-0.118951,22,35.658187
-0.055748,7,35.659147
-0.131295,34,35.663643
-0.098027,9,35.664975
-0.145302,30,35.669103
-0.113049,27,35.672735
-0.158133,36,35.677641
-0.11611,17,35.680041
-0.140587,15,35.682177
-0.337917,54,35.689381
-0.25195,26,35.692873
-0.107195,8,35.693951
-0.096592,18,35.696352
-0.260474,46,35.702603
-0.178435,20,35.705413
-0.072397,10,35.706802
-0.076722,8,35.707929
-0.261204,39,35.713085
-0.234048,55,36.028196
-0.100158,8,36.029451
-0.127517,19,36.032357
-0.092629,22,36.035455
-0.244425,20,36.038207
-0.074356,9,36.039463
-0.187676,34,36.044101
-0.113218,14,36.046018
-0.113793,7,36.046995
-0.071432,7,36.047995
-0.084365,19,36.05082
-0.190826,31,36.055217
-0.063417,11,36.056751
-0.072537,15,36.058816
-0.138823,23,36.062113
-0.066733,9,36.063427
-0.145905,35,36.068285
-0.118426,9,36.069515
-0.123299,21,36.072376
-0.126134,14,36.074253
-0.185164,30,36.078374
-0.059377,7,36.079361
-0.11237,12,36.08107
-0.083556,21,36.083982
-0.133463,27,36.087636
-0.195749,18,36.090085
-0.157776,24,36.093431
-0.093099,26,36.096973
-0.121084,9,36.09832
-0.075017,17,36.100617
-0.085195,28,36.10435
-0.25031,39,36.109582
-0.143024,33,36.113958
-0.135328,17,36.116329
-0.101373,18,36.118753
-0.146681,17,36.121044
-0.094713,8,36.12214
-0.168409,36,36.126968
-0.172334,23,36.130158
-0.084109,23,36.133288
-0.087739,8,36.134395
-0.11096,21,36.137263
-0.136553,10,36.138611
-0.098293,15,36.140674
-0.121192,31,36.144851
-0.091548,6,36.145683
-0.191456,13,36.147458
-0.091314,8,36.148627
-0.11533,8,36.149742
-0.062126,12,36.151354
-0.140814,11,36.152855
-0.107163,8,36.153947
-0.110866,19,36.15654
-0.178195,22,36.159516
-0.064425,16,36.161645
-0.090548,10,36.162983
-0.095183,13,36.164788
-0.103055,17,36.167092
-0.282262,52,36.174109
-0.106897,8,36.175222
-0.108749,8,36.176324
-0.197399,34,36.181036
-0.072314,18,36.183478
-0.097954,8,36.184596
-0.099095,12,36.186233
-0.118125,19,36.188797
-0.12383,15,36.190855
-0.185107,42,36.196487
-0.118822,9,36.197719
-0.073626,8,36.198894
-0.121283,13,36.200671
-0.101158,10,36.202031
-0.09511,8,36.203121
-0.203642,47,36.209412
-0.065852,7,36.210362
-0.150109,20,36.213022
-0.109544,10,36.214378
-0.098899,24,36.217648
-0.225849,28,36.221474
-0.082323,18,36.224056
-0.185077,22,36.227304
-0.093708,14,36.22926
-0.129516,14,36.231205
-0.246717,36,36.236125
-0.062738,6,36.236966
-0.116177,11,36.238463
-0.07912,8,36.239575
-0.133765,8,36.240731
-0.128097,11,36.242288
-0.1457,29,36.246223
-0.087278,13,36.248202
-0.138548,10,36.249768
-0.142957,23,36.252881
-0.118053,7,36.253846
-0.094377,17,36.256126
-0.145451,20,36.258782
-0.24336,24,36.262007
-0.097986,14,36.263902
-0.086537,20,36.266771
-0.130697,9,36.26805
-0.118705,9,36.269309
-0.097745,7,36.270304
-0.118259,29,36.274288
-0.107653,12,36.275994
-0.096793,11,36.277578
-0.129567,10,36.279073
-0.13223,18,36.281793
-0.157643,11,36.283385
-0.179568,45,36.289603
-0.136853,17,36.291958
-0.163548,14,36.293918
-0.077393,16,36.296127
-0.077716,22,36.299352
-0.132884,14,36.301321
-0.175956,17,36.303702
-0.09274,19,36.306402
-0.073078,11,36.624092
-0.118168,9,36.625488
-0.086147,21,36.628508
-0.185378,30,36.632845
-0.226452,46,36.639171
-0.227952,31,36.643407
-0.156666,29,36.647318
-0.107689,30,36.651438
-0.156253,33,36.655914
-0.102602,21,36.658755
-0.145554,14,36.660641
-0.107574,15,36.662667
-0.096905,9,36.663895
-0.135324,22,36.667056
-0.257391,47,36.673413
-0.076734,11,36.674982
-0.274354,39,36.680316
-0.102725,13,36.682169
-0.072327,8,36.683267
-0.171386,31,36.687451
-0.117801,18,36.689874
-0.113013,16,36.692115
-0.122942,30,36.696103
-0.082777,7,36.69707
-0.175518,25,36.700521
-0.101589,21,36.70335
-0.094125,6,36.704169
-0.127534,25,36.707777
-0.369246,60,36.715795
-0.095611,8,36.716939
-0.129227,22,36.71989
-0.172131,24,36.723092
-0.080566,5,36.723812
-0.082316,11,36.725339
-0.123444,25,36.728732
-0.124655,16,36.730893
-0.085082,19,36.733705
-0.066954,13,36.735523
-0.109712,17,36.737879
-0.080706,12,36.739564
-0.094607,17,36.741974
-0.163938,15,36.744025
-0.194326,32,36.748398
-0.13333,16,36.750579
-0.076695,16,36.752754
-0.189093,16,36.754925
-0.08854,14,36.756875
-0.099444,10,36.758232
-0.077504,10,36.759584
-0.222262,29,36.763471
-0.221139,78,36.774151
-0.133902,20,36.776909
-0.119041,14,36.778889
-0.089734,17,36.781281
-0.102837,10,36.782655
-0.106456,14,36.784537
-0.13096,17,36.786814
-0.077479,18,36.789227
-0.091273,6,36.790059
-0.117595,24,36.793271
-0.059789,7,36.794219
-0.147654,13,36.795988
-0.083049,19,36.798607
-0.167698,34,36.803172
-0.048925,11,36.804673
-0.143975,13,36.806448
-0.099745,16,36.808661
-0.063703,15,36.810657
-0.087645,10,36.812018
-0.081767,23,36.815137
-0.111121,33,36.819615
-0.180611,44,36.825528
-0.084331,17,36.827879
-0.121137,11,36.829434
-0.102172,6,36.83028
-0.127357,33,36.834725
-0.183084,31,36.838936
-0.120478,21,36.841835
-0.095421,19,36.844408
-0.182359,57,36.852095
-0.089772,10,36.853445
-0.167803,37,36.858411
-0.109874,11,36.85989
-0.195837,38,36.864984
-0.093928,10,36.86636
-0.186215,31,36.870501
-0.105955,7,36.871488
-0.280131,38,36.876625
-0.133225,9,36.877876
-0.215148,49,36.884629
-0.118475,21,36.88745
-0.227029,49,36.893964
-0.109348,17,36.896248
-0.066961,6,36.897071
-0.113916,12,36.898789
-0.13486,36,37.211397
-0.268399,36,37.216651
-0.072312,10,37.218084
-0.116437,41,37.223722
-0.106329,10,37.22513
-0.067747,11,37.226684
-0.09008,21,37.229644
-0.247999,32,37.234251
-0.127766,12,37.23595
-0.12933,17,37.238439
-0.106767,9,37.239722
-0.168008,36,37.244601
-0.129456,17,37.246904
-0.120628,15,37.24921
-0.112234,8,37.250393
-0.100657,11,37.251972
-0.164611,25,37.255441
-0.164557,40,37.261016
-0.075757,11,37.262562
-0.205215,33,37.267289
-0.118182,17,37.269692
-0.08112,9,37.270995
-0.279441,57,37.279268
-0.160725,12,37.281128
-0.235168,44,37.287301
-0.101184,14,37.289293
-0.065146,11,37.290871
-0.137324,32,37.295362
-0.099943,15,37.297487
-0.109984,27,37.301317
-0.085265,9,37.302651
-0.06429,11,37.304235
-0.111899,30,37.308453
-0.18298,46,37.314798
-0.068642,9,37.316098
-0.179521,31,37.320311
-0.258501,40,37.325751
-0.118982,9,37.327012
-0.137835,15,37.329109
-0.123325,16,37.331348
-0.131166,38,37.336604
-0.073204,9,37.337832
-0.097168,23,37.34096
-0.22007,43,37.346787
-0.376419,94,37.359467
-0.116708,8,37.360557
-0.132766,13,37.362326
-0.43098,100,37.37595
-0.147314,26,37.379539
-0.111417,8,37.380662
-0.13064,13,37.382633
-0.072275,8,37.383806
-0.112264,18,37.386343
-0.218363,18,37.388857
-0.155583,30,37.392957
-0.191319,23,37.396037
-0.194117,48,37.402554
-0.104992,12,37.404196
-0.083611,20,37.406901
-0.129476,13,37.408689
-0.089894,9,37.409912
-0.079836,9,37.411125
-0.089184,27,37.414792
-0.069504,12,37.416513
-0.061805,9,37.41776
-0.125036,13,37.419539
-0.075144,9,37.420804
-0.097187,12,37.422447
-0.123911,15,37.424453
-0.198148,32,37.428783
-0.062985,9,37.430043
-0.146106,18,37.432687
-0.069464,19,37.435336
-0.109062,13,37.437143
-0.077946,8,37.438262
-0.314773,55,37.445696
-0.199148,24,37.449035
-0.2377,37,37.453997
-0.069027,8,37.455131
-0.189846,54,37.462315
-0.066212,8,37.463411
-0.069161,10,37.464797
-0.106,9,37.466044
-0.103576,18,37.468546
-0.162389,28,37.472317
-0.093515,17,37.474619
-0.066063,7,37.475611
-0.372772,67,37.487485
-0.061571,11,37.488993
-0.137688,41,37.494514
-0.197155,25,37.498163
-0.161222,14,37.929442
-0.153334,24,37.932947
-0.094014,6,37.933829
-0.155434,15,37.935904
-0.121884,8,37.937013
-0.138552,29,37.940903
-0.12476,11,37.942421
-0.06957,12,37.944046
-0.11167,19,37.946628
-0.083424,18,37.949313
-0.076574,17,37.951672
-0.073973,12,37.953332
-0.115244,13,37.955107
-0.274265,71,37.964548
-0.084518,18,37.967163
-0.208211,40,37.972538
-0.071344,9,37.97376
-0.108024,21,37.976623
-0.18039,26,37.980186
-0.13294,16,37.982393
-0.088372,19,37.984966
-0.131385,9,37.986208
-0.119112,31,37.990334
-0.095838,8,37.991444
-0.165927,16,37.993627
-0.191156,22,37.996557
-0.083943,6,37.99738
-0.115987,14,37.999534
-0.052312,11,38.001092
-0.105014,8,38.002215
-0.165768,19,38.004795
-0.160877,27,38.008951
-0.061233,11,38.010467
-0.095427,9,38.01173
-0.162336,14,38.013707
-0.105713,7,38.014918
-0.163352,33,38.019402
-0.119381,10,38.020768
-0.06945,9,38.021991
-0.102941,17,38.024353
-0.157054,17,38.026684
-0.108772,19,38.029318
-0.141615,28,38.033199
-0.308322,34,38.0378
-0.123644,11,38.039294
-0.115089,19,38.041862
-0.206661,26,38.045356
-0.139751,11,38.046867
-0.154822,11,38.048393
-0.158768,30,38.052561
-0.067864,10,38.054251
-0.107136,7,38.05526
-0.119317,16,38.057501
-0.101996,16,38.059784
-0.151753,31,38.064133
-0.139438,30,38.068335
-0.123785,16,38.07048
-0.262283,24,38.073661
-0.108152,12,38.075297
-0.170595,28,38.079138
-0.132326,16,38.081376
-0.172913,20,38.084071
-0.133846,23,38.087168
-0.136131,23,38.090264
-0.181744,14,38.092526
-0.120234,10,38.093888
-0.111868,17,38.096189
-0.107265,20,38.099083
-0.09313,17,38.101432
-0.111806,15,38.103508
-0.192474,38,38.108636
-0.138903,20,38.111325
-0.100494,18,38.113759
-0.099978,25,38.117271
-0.173632,28,38.120997
-0.068021,12,38.122619
-0.160529,17,38.124882
-0.099212,16,38.127036
-0.177661,25,38.130449
-0.072612,17,38.132929
-0.104387,27,38.136631
-0.207622,40,38.141971
-0.115367,15,38.144023
-0.123349,11,38.145528
-0.120207,23,38.148831
-0.166488,35,38.153724
-0.324985,63,38.162083
-0.339977,60,38.170191
-0.105627,7,38.171152
-0.195204,33,38.175546
-0.31935,35,38.180348
-0.082764,8,38.181506
-0.211554,48,38.187997
-0.12244,18,38.190425
-0.31137,34,38.194965
-0.137931,23,38.198108
-0.163912,36,38.202955
-0.119471,22,38.205906
-0.067041,10,38.207247
-0.130832,10,38.208588
-0.089648,26,38.679646
-0.119137,17,38.68234
-0.084007,14,38.6844
-0.16115,15,38.68658
-0.096561,18,38.689062
-0.110475,20,38.69181
-0.108052,17,38.694121
-0.118637,7,38.695108
-0.096469,34,38.699993
-0.070053,11,38.701592
-0.204171,34,38.706312
-0.127737,14,38.711987
-0.098706,10,38.714306
-0.099973,13,38.722306
-0.103627,6,38.724487
-0.086391,12,38.727293
-0.157276,29,38.73281
-0.13719,16,38.735456
-0.099972,17,38.738191
-0.083754,8,38.739426
-0.096024,10,38.74111
-0.145266,23,38.74474
-0.115183,8,38.745999
-0.098249,7,38.747043
-0.075222,7,38.748382
-0.113946,10,38.75005
-0.098126,15,38.752231
-0.16793,20,38.755065
-0.132177,12,38.756781
-0.080199,6,38.757647
-0.152989,40,38.763139
-0.094441,8,38.764285
-0.175399,27,38.768156
-0.097152,10,38.769647
-0.130931,10,38.771041
-0.105579,7,38.772056
-0.127456,12,38.773771
-0.172351,42,38.780102
-0.120865,15,38.78247
-0.136686,20,38.78533
-0.083515,28,38.789428
-0.064798,11,38.791088
-0.170356,22,38.794314
-0.239733,21,38.797438
-0.176556,21,38.800818
-0.122724,11,38.802411
-0.065605,9,38.803917
-0.31091,52,38.81449
-0.057906,7,38.815644
-0.135192,31,38.820189
-0.094897,13,38.822068
-0.206231,33,38.826856
-0.103351,36,38.83265
-0.082165,6,38.833606
-0.095956,6,38.83456
-0.094142,6,38.835602
-0.125375,14,38.837882
-0.259578,37,38.843174
-0.129333,20,38.845964
-0.156436,42,38.852161
-0.125993,28,38.856429
-0.132649,18,38.859137
-0.095113,7,38.860182
-0.121711,16,38.862438
-0.155974,42,38.868829
-0.100968,10,38.870308
-0.188559,53,38.877506
-0.20774,21,38.880526
-0.142404,13,38.882657
-0.161264,29,38.88713
-0.116232,18,38.889786
-0.168401,24,38.893295
-0.120333,12,38.895023
-0.093071,22,38.898188
-0.087654,10,38.8998
-0.11215,13,38.901746
-0.103073,9,38.903045
-0.156482,16,38.905365
-0.158145,18,38.907888
-0.113299,14,38.909825
-0.147164,30,38.913926
-0.106646,18,38.916749
-0.104535,10,38.918262
-0.135489,12,38.919961
-0.119581,25,38.923563
-0.16763,15,38.925696
-0.125515,11,38.927256
-0.203594,16,38.929523
-0.123469,9,38.930945
-0.098786,8,38.932117
-0.126376,23,38.935346
-0.090785,15,38.937462
-0.080222,13,38.939387
-0.148618,25,38.942933
-0.416045,77,38.953725
-0.104163,9,38.955038
-0.06662,14,38.957058
-0.130073,26,38.960676
-0.137063,15,38.962813
-0.095554,17,38.96546
-0.116681,11,38.967192
-0.105853,21,38.97026
-0.172078,14,38.972325
-0.106917,23,38.975638
-0.11493,14,38.97763
-0.138162,26,38.981305
-0.182612,18,38.983957
-0.095314,17,38.986298
-0.138186,11,38.987806
-0.0771,14,38.989741
-0.161708,14,38.991716
-0.339125,40,39.369325
-0.123002,36,39.374761
-0.053893,8,39.37601
-0.183361,35,39.381216
-0.231563,54,39.389413
-0.084139,14,39.391497
-0.114724,14,39.393548
-0.091767,14,39.39561
-0.21663,24,39.399415
-0.179279,29,39.403727
-0.192745,49,39.410761
-0.087793,13,39.412854
-0.202118,36,39.418442
-0.14894,12,39.420237
-0.138254,19,39.423084
-0.162611,15,39.425271
