#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.099673,12,126.700874
-0.119241,25,126.704245
-0.178214,33,126.708732
-0.116579,13,126.710479
-0.139851,17,126.712756
-0.073485,8,126.713844
-0.121005,17,126.716313
-0.099515,16,126.718527
-0.104995,8,126.719626
-0.090711,24,126.72286
-0.101273,12,126.72454
-0.140875,14,126.726452
-0.216967,33,126.730953
-0.090442,16,126.733146
-0.078983,9,126.734378
-0.096291,10,126.735742
-0.132708,26,126.739339
-0.117159,29,126.743292
-0.067137,12,126.744913
-0.20251,18,126.747351
-0.108648,24,126.750593
-0.113694,9,126.751829
-0.260267,72,126.76138
-0.097455,7,126.762335
-0.107893,28,126.766121
-0.19898,22,126.769084
-0.103711,8,126.770168
-0.280328,55,126.777537
-0.064043,10,126.778944
-0.12293,12,126.780565
-0.132705,20,126.783316
-0.069002,8,126.784399
-0.05739,18,126.786813
-0.122994,28,126.790565
-0.112251,11,126.792074
-0.099583,7,126.793035
-0.155759,25,126.796356
-0.109824,15,126.798434
-0.061967,9,126.80035
-0.184502,37,126.805275
-0.112984,12,126.806883
-0.237098,18,126.809259
-0.10665,14,126.811132
-0.074451,18,126.813531
-0.113318,20,126.816259
-0.101172,23,126.819377
-0.141409,31,126.823505
-0.231965,35,126.828441
-0.142697,18,126.830954
-0.085922,31,126.83511
-0.074533,10,126.836456
-0.07804,9,126.837676
-0.096915,13,126.839444
-0.157652,19,126.842006
-0.107807,14,126.843879
-0.255648,28,126.84765
-0.189836,49,126.854093
-0.076389,20,126.856787
-0.198919,21,126.859603
-0.227651,20,126.862306
-0.177887,25,126.865695
-0.086684,9,126.866946
-0.091129,10,126.868333
-0.121827,25,126.871667
-0.175797,37,126.876603
-0.119652,11,126.878109
-0.137927,24,126.881426
-0.082563,11,126.882923
-0.115215,17,126.885231
-0.171023,26,126.888686
-0.057005,11,126.890174
-0.139945,23,126.893271
-0.192352,47,126.899612
-0.133745,7,126.900566
-0.09222,7,126.901513
-0.144653,12,126.903131
-0.092645,19,126.905679
-0.138904,35,126.910326
-0.214518,18,126.912705
-0.118973,15,126.914773
-0.103542,16,126.916984
-0.152347,27,126.920611
-0.173185,47,127.235368
-0.221103,30,127.239539
-0.127866,11,127.241095
-0.096703,14,127.243014
-0.122914,11,127.244534
-0.223698,24,127.2478
-0.147194,27,127.251717
-0.077537,12,127.253405
-0.132761,25,127.256899
-0.096021,8,127.258005
-0.176571,39,127.263197
-0.059042,11,127.264785
-0.069428,9,127.266203
-0.083932,16,127.268434
-0.081047,9,127.269667
-0.09756,9,127.270905
-0.148984,11,127.272433
-0.072266,12,127.27408
-0.114372,11,127.275591
-0.083914,15,127.277607
-0.127729,22,127.280657
-0.26402,39,127.285868
-0.106065,14,127.287758
-0.07737,31,127.29195
-0.119183,9,127.293279
-0.071735,9,127.294694
-0.176992,32,127.299213
-0.058909,14,127.301361
-0.113467,23,127.30452
-0.119988,8,127.305678
-0.06985,8,127.306779
-0.110106,9,127.308006
-0.07261,10,127.309354
-0.107917,9,127.310574
-0.13666,20,127.313247
-0.216536,26,127.316828
-0.096963,12,127.318463
-0.065874,8,127.319549
-0.072463,10,127.32091
-0.256216,22,127.323874
-0.290896,49,127.330598
-0.061802,13,127.332463
-0.153635,20,127.335133
-0.093507,10,127.336502
-0.195591,20,127.339193
-0.3007,73,127.349219
-0.111343,15,127.351245
-0.123653,10,127.352602
-0.312201,33,127.357034
-0.12108,16,127.359176
-0.114003,11,127.360663
-0.124926,7,127.361613
-0.087928,10,127.362964
-0.084866,12,127.364635
-0.088014,6,127.365471
-0.117246,8,127.36661
-0.275608,29,127.370456
-0.187971,19,127.373012
-0.057446,14,127.374952
-0.193967,33,127.37945
-0.197074,21,127.382499
-0.083048,13,127.3843
-0.155911,27,127.387949
-0.124162,8,127.389046
-0.073207,14,127.390987
-0.246371,45,127.397012
-0.108301,14,127.398964
-0.10373,17,127.401276
-0.090308,10,127.402654
-0.388457,54,127.409847
-0.085102,5,127.410535
-0.106989,7,127.411499
-0.144097,32,127.41578
-0.062407,10,127.417155
-0.143022,27,127.420751
-0.109427,11,127.422254
-0.162426,32,127.426633
-0.119628,15,127.428714
-0.122738,34,127.43334
-0.092897,12,127.434952
-0.181875,22,127.43791
-0.146333,24,127.441172
-0.104601,11,127.442677
-0.080836,9,127.44389
-0.155729,24,127.447076
-0.099563,10,127.448542
-0.151623,32,127.452866
-0.065119,7,127.453846
-0.124525,12,127.455498
-0.153531,15,127.457568
-0.061168,10,127.458934
-0.431363,63,127.467544
-0.106293,11,127.469144
-0.082938,10,127.470533
-0.30114,30,127.474705
-0.153398,35,127.479513
-0.201647,25,127.483072
-0.105629,9,127.484309
-0.297474,60,127.492342
-0.083866,13,127.494107
-0.096021,13,127.495936
-0.076488,17,127.4984
-0.107516,8,127.499538
-0.112662,12,127.501196
-0.094586,20,127.50397
-0.102585,31,127.508335
-0.11573,16,127.510558
-0.050473,11,127.512124
-0.24283,46,127.831927
-0.099717,12,127.83361
-0.055082,9,127.834866
-0.278918,29,127.83879
-0.083445,12,127.840425
-0.355472,44,127.846317
-0.233249,40,127.851947
-0.063314,10,127.853345
-0.145795,16,127.855546
-0.082008,7,127.856525
-0.115149,11,127.858073
-0.189095,20,127.860766
-0.113655,22,127.863737
-0.100307,7,127.864825
-0.125858,30,127.868996
-0.065809,9,127.87024
-0.110717,9,127.871471
-0.097978,9,127.872746
-0.282549,36,127.877648
-0.137678,16,127.879893
-0.102747,9,127.881213
-0.075522,15,127.883254
-0.097979,12,127.884905
-0.086111,17,127.887225
-0.117029,10,127.88859
-0.127779,27,127.892301
-0.121799,20,127.894971
-0.106241,12,127.896603
-0.092697,10,127.898051
-0.124018,22,127.901007
-0.18472,24,127.904198
-0.159053,27,127.907872
-0.133954,18,127.910252
-0.130891,15,127.912267
-0.123077,18,127.914695
-0.263014,40,127.920065
-0.16903,19,127.922669
-0.072523,14,127.924571
-0.23554,38,127.929705
-0.139985,18,127.9322
-0.095967,13,127.933948
-0.071325,11,127.935427
-0.128392,8,127.936547
-0.122469,14,127.938444
-0.145992,36,127.943231
-0.073253,12,127.944864
-0.079001,8,127.945955
-0.192164,43,127.951768
-0.112037,10,127.953123
-0.110485,7,127.954089
-0.116389,10,127.955474
-0.200569,28,127.959224
-0.099629,7,127.960174
-0.166907,10,127.961514
-0.168135,21,127.964284
-0.088262,31,127.96849
-0.097455,26,127.971929
-0.072639,12,127.973566
-0.101026,18,127.975998
-0.092131,8,127.977104
-0.243682,23,127.980254
-0.079871,5,127.981028
-0.112862,16,127.983344
-0.231632,37,127.988511
-0.102777,13,127.990319
-0.104669,24,127.993518
-0.173742,21,127.996295
-0.1028,9,127.997551
-0.287898,59,128.005461
-0.131881,15,128.007495
-0.08462,6,128.008313
-0.114738,8,128.00939
-0.122921,18,128.011793
-0.079637,15,128.013788
-0.113318,17,128.016167
-0.08295,19,128.01877
-0.113293,26,128.022291
-0.198042,26,128.025839
-0.086578,7,128.026827
-0.164226,18,128.029315
-0.182139,21,128.032156
-0.290504,31,128.036302
-0.064835,9,128.037538
-0.243746,20,128.04023
-0.141574,23,128.043357
-0.540995,82,128.054774
-0.130019,11,128.056316
-0.124074,11,128.057843
-0.108323,11,128.059321
-0.058354,9,128.060535
-0.05837,8,128.061623
-0.077087,8,128.062726
-0.052238,5,128.063409
-0.072617,9,128.06472
-0.123843,31,128.068928
-0.121604,10,128.070284
-0.186997,18,128.072715
-0.112211,17,128.07502
-0.17882,16,128.077179
-0.125024,16,128.079358
-0.079322,19,128.082001
-0.202124,22,128.084954
-0.108652,13,128.08675
-0.288343,39,128.091988
-0.103526,9,128.093226
-0.222619,40,128.098605
-0.147707,26,128.102096
-0.102852,7,128.103048
-0.13303,10,128.104391
-0.098779,16,128.106567
-0.088803,10,128.416584
-0.127621,10,128.418055
-0.074094,11,128.41958
-0.165543,12,128.421227
-0.196055,28,128.425051
-0.093454,9,128.426281
-0.075398,16,128.428528
-0.087832,7,128.42953
-0.1086,14,128.43162
-0.190148,33,128.436172
-0.143664,21,128.439028
-0.083265,18,128.441502
-0.093088,11,128.443037
-0.117142,19,128.445589
-0.192097,35,128.450476
-0.070239,10,128.451881
-0.090768,19,128.454447
-0.11092,12,128.45616
-0.243131,22,128.459134
-0.094106,26,128.462668
-0.15649,18,128.465217
-0.126703,9,128.4665
-0.106492,10,128.467914
-0.105441,8,128.469022
-0.114508,11,128.470533
-0.079523,14,128.47253
-0.100906,8,128.473658
-0.109239,6,128.474503
-0.176269,18,128.476978
-0.13629,19,128.479675
-0.075329,16,128.482007
-0.084854,14,128.483894
-0.124126,10,128.485273
-0.273808,48,128.491671
-0.079485,20,128.494388
-0.158254,15,128.496431
-0.116934,27,128.500361
-0.094451,9,128.501678
-0.105316,8,128.502811
-0.085804,8,128.503935
-0.150918,33,128.508484
-0.10326,17,128.51084
-0.157109,39,128.516377
-0.077187,11,128.51791
-0.234652,22,128.520958
-0.12947,33,128.525513
-0.091518,6,128.526374
-0.267747,34,128.531152
-0.139933,23,128.534582
-0.168437,31,128.538961
-0.075541,7,128.540002
-0.105327,6,128.540865
-0.146837,15,128.543047
-0.533214,58,128.55121
-0.151971,15,128.553407
-0.078304,11,128.554992
-0.173189,28,128.558763
-0.12717,12,128.560365
-0.185532,30,128.56438
-0.497875,54,128.57187
-0.34577,59,128.579865
-0.284281,44,128.585947
-0.09969,19,128.588473
-0.117031,11,128.589989
-0.100839,9,128.591186
-0.150444,45,128.597207
-0.123717,10,128.59883
-0.071127,17,128.601191
-0.121713,15,128.603207
-0.172866,15,128.605266
-0.064762,10,128.606638
-0.265219,53,128.613696
-0.06839,9,128.614994
-0.069386,9,128.61626
-0.180569,27,128.619871
-0.15362,33,128.624258
-0.064871,11,128.625807
-0.157672,14,128.627733
-0.09946,21,128.630809
-0.259311,35,128.635737
-0.096185,38,128.640891
-0.207888,43,128.646679
-0.169952,10,128.648088
-0.071646,17,128.650409
-0.07942,8,128.651494
-0.086964,12,128.653119
-0.099508,10,128.654474
-0.133187,12,128.656135
-0.082208,11,128.657643
-0.14064,18,128.660045
-0.131419,12,128.661664
-0.09518,34,128.66634
-0.077058,14,128.668254
-0.24441,39,128.673455
-0.095194,20,128.676148
-0.125571,10,128.677516
-0.146979,12,128.679173
-0.081029,6,128.680003
-0.095614,27,128.683668
-0.131493,13,128.685426
-0.21562,45,128.691438
-0.115184,17,128.693723
-0.158286,22,128.696683
-0.064942,16,129.00676
-0.082455,7,129.007907
-0.155779,16,129.010101
-0.075529,8,129.011226
-0.056011,6,129.012068
-0.05397,13,129.01383
-0.084833,12,129.015493
-0.087311,7,129.016499
-0.074142,8,129.017615
-0.113542,27,129.021262
-0.10109,8,129.022402
-0.0788,11,129.02392
-0.07629,14,129.025832
-0.125859,25,129.029254
-0.163632,13,129.031194
-0.060551,8,129.032369
-0.130705,25,129.035817
-0.083761,13,129.037601
-0.119011,16,129.039821
-0.113464,11,129.04134
-0.058954,8,129.042458
-0.200841,36,129.047276
-0.128757,15,129.049399
-0.257816,61,129.057746
-0.106718,8,129.058838
-0.094704,10,129.060185
-0.063723,11,129.06168
-0.235778,19,129.064201
-0.296621,25,129.06784
-0.112333,8,129.068979
-0.100361,8,129.070093
-0.058312,8,129.071187
-0.134496,24,129.074415
-0.101794,7,129.075419
-0.145038,15,129.077465
-0.065538,9,129.078724
-0.149957,30,129.08289
-0.151329,13,129.084688
-0.126825,24,129.087902
-0.357926,80,129.098686
-0.090948,9,129.099926
-0.075567,14,129.101825
-0.20448,27,129.105456
-0.182544,33,129.109906
-0.115967,23,129.112974
-0.089019,8,129.114057
-0.083979,8,129.115206
-0.07855,9,129.116452
-0.107885,31,129.120584
-0.129809,13,129.122364
-0.114804,34,129.126924
-0.088952,18,129.129387
-0.111527,14,129.131302
-0.206623,15,129.133309
-0.107943,14,129.135219
-0.110145,17,129.137499
-0.14406,25,129.140894
-0.278452,44,129.146744
-0.152036,14,129.148734
-0.118452,10,129.15013
-0.118443,14,129.152058
-0.118538,15,129.154069
-0.103877,13,129.155886
-0.14077,24,129.159124
-0.141407,13,129.160867
-0.138998,31,129.165191
-0.071599,14,129.167197
-0.143741,30,129.171254
-0.087653,12,129.172925
-0.164941,13,129.174733
-0.224722,62,129.183151
-0.130632,12,129.184779
-0.141959,29,129.188651
-0.06947,8,129.189748
-0.125893,21,129.192637
-0.135606,31,129.19675
-0.087525,14,129.198788
-0.091869,7,129.199785
-0.147932,20,129.202485
-0.208962,29,129.206415
-0.104997,23,129.209496
-0.109475,10,129.210845
-0.065334,15,129.212862
-0.086237,14,129.214784
-0.15626,13,129.216582
-0.182268,23,129.219653
-0.198758,19,129.222208
-0.089568,12,129.223867
-0.113442,15,129.225907
-0.080981,6,129.226748
-0.141516,29,129.230703
-0.196691,43,129.236582
-0.102261,9,129.237819
-0.103256,15,129.239856
-0.100419,22,129.242868
-0.131286,9,129.24408
-0.129908,15,129.24611
-0.161748,46,129.252348
-0.11944,10,129.253702
-0.119011,18,129.256156
-0.129186,18,129.258595
-0.051222,7,129.259568
-0.161036,14,129.261449
-0.359428,66,129.270266
-0.080962,12,129.271888
-0.101908,13,129.273697
-0.097139,7,129.274659
-0.164413,12,129.276305
-0.155592,31,129.280547
-0.111532,16,129.282727
-0.186762,20,129.2854
-0.187932,24,129.602993
-0.101783,7,129.604053
-0.171161,15,129.606191
-0.28424,41,129.611717
-0.104113,16,129.613911
-0.142987,17,129.616517
-0.10641,13,129.618372
-0.131963,15,129.620454
-0.210142,67,129.629582
-0.110405,18,129.632291
-0.111483,11,129.633873
-0.139261,18,129.636367
-0.117632,15,129.638455
-0.11741,22,129.641463
-0.099653,11,129.642975
-0.109455,8,129.644068
-0.105237,7,129.645058
-0.270052,25,129.648501
-0.191718,29,129.652401
-0.112242,13,129.654147
-0.114033,9,129.655399
-0.106911,8,129.656509
-0.129646,15,129.658554
-0.161228,21,129.661328
-0.085692,12,129.662941
-0.081423,19,129.665659
-0.118835,12,129.667358
-0.249839,39,129.672667
-0.075964,17,129.675003
-0.068126,12,129.676643
-0.115763,14,129.678564
-0.054822,9,129.67985
-0.07092,14,129.681994
-0.127536,38,129.687226
-0.103969,8,129.688325
-0.074549,7,129.689323
-0.113552,13,129.691115
-0.136242,25,129.694481
-0.087697,6,129.695303
-0.138773,43,129.701109
-0.179605,15,129.703153
-0.142049,29,129.707073
-0.079953,14,129.708951
-0.237922,68,129.71799
-0.070491,8,129.719075
-0.102188,19,129.721622
-0.139328,45,129.727704
-0.070167,13,129.729532
-0.194605,34,129.73418
-0.251183,40,129.739581
-0.109256,12,129.741226
-0.089975,17,129.743542
-0.070233,9,129.744777
-0.213319,39,129.750117
-0.098956,10,129.751489
-0.110149,22,129.754425
-0.11919,12,129.75611
-0.16432,29,129.759976
-0.166768,24,129.763148
-0.059009,13,129.764953
-0.135604,15,129.767051
-0.059483,13,129.768835
-0.07964,12,129.77046
-0.19833,34,129.775093
-0.094791,15,129.777144
-0.107909,17,129.779499
-0.090577,15,129.781631
-0.159533,18,129.784043
-0.121987,19,129.786602
-0.107288,16,129.788782
-0.118264,9,129.790011
-0.279057,26,129.793566
-0.083277,8,129.794667
-0.204045,45,129.800825
-0.190062,43,129.806557
-0.358462,63,129.814964
-0.12955,26,129.818512
-0.058245,7,129.819468
-0.092297,7,129.820428
-0.110606,15,129.822454
-0.173341,21,129.825293
-0.192935,45,129.831434
-0.166861,33,129.835849
-0.194449,42,129.84153
-0.141597,19,129.844091
-0.133155,21,129.846913
-0.259117,46,129.853123
-0.070477,14,129.855005
-0.047519,11,129.856535
-0.070764,10,129.857921
-0.326102,38,129.862926
-0.055911,9,129.864226
-0.202431,21,129.867156
-0.716569,89,129.878996
-0.23161,33,130.228962
-0.063899,7,130.23003
-0.117686,28,130.233985
-0.21831,53,130.241147
-0.149833,36,130.245998
-0.113908,8,130.247095
-0.054644,7,130.248102
-0.069453,11,130.249609
-0.112365,8,130.25069
-0.111234,9,130.251907
-0.216314,42,130.257515
-0.103538,12,130.259115
-0.172338,40,130.264411
-0.191168,27,130.268296
-0.085081,11,130.269813
-0.131207,9,130.271051
-0.17536,20,130.2738
-0.115931,13,130.275606
-0.136752,37,130.280681
-0.125515,17,130.283164
-0.095109,9,130.284441
-0.123762,25,130.287825
-0.16504,31,130.292078
-0.15305,12,130.29373
-0.2092,27,130.297355
-0.129003,16,130.299616
-0.079787,10,130.300975
-0.183938,20,130.303721
-0.082495,20,130.306569
-0.098079,10,130.307944
-0.241961,31,130.312072
-0.144529,11,130.31389
-0.115157,19,130.316573
-0.104375,18,130.319008
-0.108774,8,130.320101
-0.192413,43,130.325821
-0.100869,7,130.326804
-0.103031,17,130.329217
-0.100818,23,130.332437
-0.120424,10,130.333828
-0.108043,9,130.335076
-0.130931,20,130.337785
-0.095225,7,130.338757
-0.171561,20,130.34148
-0.075251,8,130.342594
-0.149901,22,130.345529
-0.070559,11,130.347027
-0.145871,21,130.349921
-0.104617,12,130.351548
-0.069431,12,130.353187
-0.150413,21,130.356047
-0.151992,10,130.357401
-0.262735,51,130.364147
-0.125539,14,130.366147
-0.118106,13,130.367968
-0.139818,17,130.370253
-0.114136,20,130.37293
-0.09563,7,130.373906
-0.098359,10,130.375252
-0.139315,16,130.377422
-0.152664,24,130.38068
-0.161465,39,130.385998
-0.082956,9,130.387267
-0.09998,9,130.388486
-0.09193,14,130.390379
-0.377384,47,130.396665
-0.175642,30,130.400777
-0.113704,12,130.402398
-0.071493,13,130.404133
-0.102271,10,130.405556
-0.114439,7,130.406513
-0.140649,19,130.409075
-0.1474,23,130.412127
-0.06441,13,130.413863
-0.092868,17,130.416191
-0.072088,16,130.418361
-0.0985,7,130.419302
-0.195795,51,130.426109
-0.252678,66,130.435097
-0.093162,14,130.436996
-0.117867,17,130.439257
-0.046917,9,130.440546
-0.097487,8,130.44165
-0.099202,8,130.442746
-0.127634,20,130.4454
-0.064571,8,130.446495
-0.117213,12,130.448213
-0.09815,7,130.449189
-0.064214,11,130.450673
-0.290098,52,130.457641
-0.224051,44,130.463413
-0.198845,18,130.465863
-0.132695,9,130.467125
-0.092957,30,130.471173
-0.083347,8,130.472283
-0.081221,17,130.474576
-0.078884,9,130.475831
-0.147688,39,130.481333
-0.159279,11,130.482997
-0.116695,13,130.484927
-0.115269,26,130.488413
-0.151644,14,130.490288
-0.065393,10,130.491663
-0.236166,32,130.495918
-0.067738,9,130.497157
-0.069547,21,130.50024
-0.08227,10,130.501648
-0.199505,28,130.820061
-0.092879,17,130.822542
-0.121515,23,130.825669
-0.087138,7,130.826663
-0.237773,30,130.830785
-0.153984,37,130.836012
-0.075343,16,130.838195
-0.104994,12,130.839844
-0.206143,54,130.847148
-0.106763,8,130.848298
-0.169887,31,130.85246
-0.072022,9,130.853683
-0.076804,17,130.856025
-0.091142,7,130.857017
-0.234938,37,130.861904
-0.109546,17,130.864159
-0.155606,19,130.866745
-0.080311,7,130.867719
-0.142257,29,130.871595
-0.203201,39,130.876893
-0.160973,18,130.879391
-0.149988,21,130.882431
-0.067291,7,130.883427
-0.09582,11,130.884983
-0.071025,17,130.887296
-0.065921,8,130.888396
-0.23761,24,130.891712
-0.087428,21,130.894535
-0.112207,10,130.89589
-0.134367,18,130.898386
-0.181341,44,130.904233
-0.180263,18,130.906684
-0.073817,13,130.908457
-0.079475,7,130.909404
-0.069771,10,130.910764
-0.150987,25,130.914087
-0.374517,41,130.91979
-0.100675,10,130.921169
-0.082351,11,130.922669
-0.082069,7,130.923629
-0.105233,8,130.924743
-0.504632,90,130.936863
-0.061688,6,130.937693
-0.102306,22,130.94068
-0.128379,16,130.942835
-0.123616,11,130.944315
-0.210835,32,130.948632
-0.105423,30,130.95266
-0.111168,9,130.953894
-0.09639,12,130.95553
-0.124003,15,130.957584
-0.098961,15,130.959567
-0.085382,15,130.961556
-0.138367,10,130.962908
-0.078527,11,130.964369
-0.121785,14,130.966389
-0.129567,10,130.967748
-0.067828,8,130.968854
-0.103829,12,130.970472
-0.217507,36,130.975314
-0.083399,14,130.977216
-0.17093,24,130.980491
-0.10716,7,130.981477
-0.15069,12,130.983081
-0.098574,30,130.98714
-0.128449,10,130.988472
-0.12651,15,130.990516
-0.225763,56,130.998379
-0.102335,19,131.000955
-0.05791,7,131.001908
-0.132973,27,131.005533
-0.213714,27,131.009177
-0.075722,11,131.010669
-0.097691,8,131.011741
-0.167763,24,131.014986
-0.18839,50,131.021676
-0.121895,17,131.023996
-0.117631,24,131.027266
-0.091693,7,131.028245
-0.137669,16,131.030457
-0.112943,11,131.032008
-0.137248,29,131.035919
-0.110844,25,131.039256
-0.073968,11,131.040811
-0.175233,15,131.042835
-0.094988,8,131.043914
-0.159609,15,131.045936
-0.067154,10,131.047295
-0.143243,10,131.04879
-0.199254,19,131.051444
-0.064946,9,131.052803
-0.070167,9,131.054025
-0.085383,13,131.055787
-0.134085,34,131.060344
-0.111057,11,131.061844
-0.079925,13,131.06357
-0.235538,24,131.066903
-0.084815,9,131.068138
-0.083943,20,131.07081
-0.108523,12,131.072441
-0.150726,21,131.075238
-0.081227,7,131.076216
-0.108844,10,131.077572
-0.188934,42,131.083259
-0.100693,10,131.084617
-0.142392,36,131.089442
-0.081862,9,131.090695
-0.124479,10,131.092081
-0.088947,7,131.093022
-0.238159,29,131.096833
-0.063483,15,131.099047
-0.089804,19,131.409811
-0.323336,44,131.415814
-0.089025,13,131.417624
-0.190135,37,131.422587
-0.151212,20,131.425305
-0.133773,25,131.42872
-0.227467,50,131.435637
-0.146601,11,131.437171
-0.154341,34,131.441807
-0.088406,15,131.443837
-0.069347,8,131.44493
-0.117993,16,131.44708
-0.084906,16,131.449411
-0.125661,9,131.45067
-0.195587,20,131.453364
-0.099218,14,131.455288
-0.065286,15,131.457364
-0.130057,20,131.460041
-0.102291,9,131.461252
-0.064139,8,131.46234
-0.107709,7,131.463291
-0.197455,41,131.468795
-0.128391,17,131.471071
-0.084407,10,131.472448
-0.117573,19,131.475013
-0.099455,7,131.475984
-0.145623,16,131.478237
-0.135125,23,131.481515
-0.27856,36,131.486488
-0.248682,54,131.493877
-0.154026,29,131.497741
-0.167191,20,131.500479
-0.133379,13,131.502239
-0.093498,16,131.50438
-0.123877,20,131.507076
-0.073556,8,131.50817
-0.303258,30,131.512233
-0.105804,14,131.514131
-0.10781,36,131.519374
-0.105522,6,131.52025
-0.287085,66,131.529493
-0.211934,36,131.534513
-0.124088,21,131.537445
-0.183293,21,131.540344
-0.257012,74,131.550637
-0.121511,18,131.553308
-0.088587,8,131.554435
-0.080461,7,131.555467
-0.104005,10,131.556874
-0.106486,7,131.557858
-0.147038,19,131.560424
-0.144305,20,131.56318
-0.12922,16,131.565606
-0.232155,16,131.567913
-0.090747,8,131.569031
-0.120971,16,131.571257
-0.14522,29,131.575256
-0.172405,36,131.58024
-0.182713,37,131.585459
-0.246723,14,131.587368
-0.218696,36,131.592207
-0.238038,20,131.594933
-0.082348,20,131.59762
-0.109616,15,131.599755
-0.313217,76,131.609786
-0.269932,32,131.614011
-0.139943,35,131.61903
-0.106687,8,131.620148
-0.162802,27,131.623831
-0.133568,9,131.625096
-0.105224,22,131.628089
-0.122619,23,131.631258
-0.179214,19,131.633872
-0.164828,15,131.635945
-0.124063,17,131.638268
-0.146984,12,131.63993
-0.076432,11,131.64151
-0.119551,15,131.643546
-0.085692,12,131.645174
-0.107222,10,131.646552
-0.213507,36,131.651559
-0.07487,11,131.653072
-0.089548,14,131.654949
-0.083004,18,131.657389
-0.271126,26,131.660823
-0.13924,17,131.663079
-0.091745,6,131.663889
-0.091214,15,131.66605
-0.111921,9,131.66729
-0.126037,26,131.670731
-0.107317,10,131.672125
-0.085836,12,131.673727
-0.076943,7,131.6747
-0.111832,22,131.677649
-0.069144,10,131.679052
-0.205291,21,131.682021
-0.20192,51,131.997232
-0.110244,30,132.001963
-0.080896,7,132.002959
-0.124462,12,132.00459
-0.192059,24,132.007875
-0.10452,11,132.009373
-0.115605,11,132.010858
-0.17375,19,132.013397
-0.086097,19,132.016137
-0.154057,25,132.019583
-0.140149,10,132.020953
-0.113201,10,132.022329
-0.081198,18,132.024771
-0.138799,14,132.026693
-0.151219,20,132.029467
-0.117758,18,132.031981
-0.063148,10,132.033388
-0.151981,16,132.035574
-0.097907,12,132.037232
-0.074297,12,132.038865
-0.082683,24,132.042143
-0.098781,10,132.043525
-0.131871,16,132.045664
-0.13133,21,132.04865
-0.078477,10,132.050104
-0.118156,16,132.052451
-0.117277,36,132.057314
-0.098017,12,132.058937
-0.1897,26,132.062373
-0.068526,20,132.065126
-0.131241,21,132.067924
-0.133367,20,132.070592
-0.08735,18,132.072987
-0.174572,20,132.075729
-0.183275,28,132.079521
-0.127408,11,132.081069
-0.073735,10,132.082448
-0.101682,20,132.08514
-0.169189,12,132.086793
-0.2774,27,132.090431
-0.210179,18,132.092906
-0.145487,33,132.0973
-0.096675,13,132.099129
-0.143456,24,132.102339
-0.150776,13,132.104084
-0.103153,17,132.106388
-0.122039,16,132.10851
-0.141276,33,132.112887
-0.12671,19,132.115525
-0.153944,15,132.117584
-0.106382,20,132.120262
-0.130959,9,132.121474
-0.128432,21,132.124311
-0.083067,7,132.125269
-0.411673,57,132.133089
-0.170996,33,132.137545
-0.167959,12,132.139192
-0.168947,32,132.143528
-0.071659,11,132.145019
-0.166834,14,132.146898
-0.126159,11,132.148451
-0.110942,8,132.149556
-0.08226,9,132.150792
-0.237216,53,132.157795
-0.274444,31,132.161891
-0.141438,20,132.164602
-0.149063,31,132.168784
-0.237059,42,132.174388
-0.146601,21,132.177297
-0.089006,7,132.178292
-0.126769,18,132.18078
-0.115043,11,132.182317
-0.057642,7,132.183266
-0.083462,12,132.18489
-0.375034,49,132.191423
-0.119823,21,132.194211
-0.10588,18,132.196632
-0.092693,14,132.198589
-0.268148,62,132.206756
-0.140177,43,132.212402
-0.080642,16,132.214516
-0.072055,6,132.215339
-0.079282,10,132.216697
-0.116887,8,132.217779
-0.160042,26,132.221212
-0.152289,14,132.223089
-0.08249,8,132.224182
-0.101198,22,132.227129
-0.119175,54,132.234406
-0.180504,16,132.236565
-0.119386,9,132.237778
-0.076888,16,132.23995
-0.130992,12,132.241597
-0.109683,13,132.243327
-0.088994,8,132.244408
-0.132252,22,132.247328
-0.158761,29,132.25124
-0.079277,15,132.253315
-0.123626,11,132.2548
-0.142174,14,132.256665
-0.194655,20,132.259348
-0.086238,22,132.262246
-0.139073,28,132.265974
-0.102944,10,132.267323
-0.273296,56,132.274716
-0.108483,17,132.591209
-0.118059,12,132.592967
-0.136413,13,132.594782
-0.143705,20,132.597607
-0.077257,10,132.599149
-0.069404,12,132.600848
-0.157696,25,132.604225
-0.103038,7,132.605206
-0.086854,14,132.607116
-0.074048,19,132.60964
-0.079282,13,132.611387
-0.227759,32,132.61601
-0.086689,12,132.617724
-0.06859,10,132.619103
-0.100745,11,132.620606
-0.242888,17,132.622945
-0.055508,9,132.624201
-0.179145,41,132.629845
-0.141332,17,132.632338
-0.118656,18,132.634828
-0.067784,10,132.636217
-0.087462,7,132.637196
-0.176405,29,132.64113
-0.110636,7,132.642124
-0.083581,9,132.643385
-0.106536,8,132.644477
-0.0642,9,132.645737
-0.115406,8,132.646845
-0.100779,11,132.648567
-0.096364,8,132.64974
-0.155239,26,132.653289
-0.145127,20,132.656019
-0.148596,19,132.658569
-0.112543,13,132.660315
-0.175063,27,132.663904
-0.11809,16,132.666136
-0.132688,16,132.668299
-0.062187,16,132.670459
-0.146756,42,132.676046
-0.069838,11,132.677563
-0.109427,8,132.678722
-0.0875,6,132.679651
-0.105989,7,132.680643
-0.097444,8,132.681913
-0.07679,7,132.682925
-0.107708,10,132.684314
-0.146752,16,132.686493
